id,persona,question,answer,context,disease_phase,tags,source_file,chunk_index,pass_num,judge_score
chikungunya_qa_0661,Médica,Quais critérios devem ser considerados para descartar um caso suspeito de chikungunya?,"Um caso suspeito de chikungunya deve ser descartado se houver diagnóstico laboratorial não reagente/negativo para chikungunya e positivo para outra doença, além de casos suspeitos que não apresentem exame laboratorial, mas cujas investigações sejam compatíveis com outras doenças confirmadas.","Todo caso suspeito de chikungunya que possua um ou mais dos seguintes critérios: diagnóstico laboratorial não reagente/negativo para chikungunya e positivo para outra doença, preferencialmente realizado por métodos diretos.",Fase Aguda,"#Diagnóstico, #Critérios",Manejo_Chikungunya_2ed.md,66,5,95.0
chikungunya_qa_0662,Médica,Como deve ser feita a coleta de amostras em casos graves de chikungunya?,"A coleta de amostras deve ser priorizada ainda em vida, especialmente para métodos diretos, mesmo em pacientes com prognóstico desfavorável.","É importante salientar que mesmo para pacientes com prognóstico desfavorável/ fechado deve-se priorizar a coleta de amostras, principalmente para métodos diretos, ainda em vida.",Fase Aguda,"#Medica, #Coleta, #CasosGraves",Manejo_Chikungunya_2ed.md,66,6,95.0
chikungunya_qa_0663,Paciente,Quais são as manifestações que podem acompanhar chikungunya?,"As manifestações que podem acompanhar chikungunya incluem problemas neurológicos, cardiovasculares, dermatológicos, oftalmológicos, hepáticos, renais, respiratórios e hematológicos.","Caso de chikungunya com manifestações extra-articulares: Caso de chikungunya acompanhado de outras manifestações extra-articulares: neurológicas, cardiovasculares, dermatológicas, oftalmológicas, hepáticas, renais, respiratórias, hematológicas etc.",Fase Aguda,"#Chikungunya, #Sintomas",Manejo_Chikungunya_2ed.md,67,1,100.0
chikungunya_qa_0664,Médica,Quais são as classificações para os casos de chikungunya?,"Os casos de chikungunya são classificados em três categorias: 1) caso de chikungunya sem manifestações extra-articulares; 2) caso de chikungunya com manifestações extra-articulares; 3) caso de chikungunya grave, que envolve insuficiência de um órgão ou sistema.","Na versão atual do Sinan e da ficha de investigação ainda não constam as classificações quanto à gravidade dos casos. Serão incluídos nas próximas versões campos para classificar a gravidade, conforme apresentados a seguir.",Fase Aguda,"#Chikungunya, #Classificação",Manejo_Chikungunya_2ed.md,67,1,95.0
chikungunya_qa_0665,Médica,Qual a definição de chikungunya com manifestações extra-articulares?,"A chikungunya com manifestações extra-articulares é definida como um caso de chikungunya acompanhado de outras manifestações extra-articulares, como neurológicas, cardiovasculares, dermatológicas, oftalmológicas, hepáticas, renais, respiratórias ou hematológicas.","Caso de chikungunya com manifestações extra-articulares: Caso de chikungunya acompanhado de outras manifestações extra-articulares: neurológicas, cardiovasculares, dermatológicas, oftalmológicas, hepáticas, renais, respiratórias, hematológicas etc.",Fase Aguda,"#Chikungunya, #Definição",Manejo_Chikungunya_2ed.md,67,1,100.0
chikungunya_qa_0666,Paciente,Quais são os casos de chikungunya que são considerados graves?,"Os casos de chikungunya são considerados graves quando há falência de pelo menos um órgão ou sistema, colocando a vida do paciente em risco e exigindo internação hospitalar.","Caso de chikungunya acompanhado de insuficiência de, no mínimo, um órgão ou sistema, ameaçando a vida do paciente e exigindo internação hospitalar.",Fase Aguda,"#Sintomas, #Chikungunya",Manejo_Chikungunya_2ed.md,67,2,100.0
chikungunya_qa_0667,Paciente,Como posso saber se meu caso de chikungunya é grave?,"Seu caso é considerado grave se você tiver insuficiência de pelo menos um órgão ou sistema, o que pode ameaçar sua vida e pode exigir internação hospitalar.","Caso de chikungunya acompanhado de insuficiência de, no mínimo, um órgão ou sistema, ameaçando a vida do paciente e exigindo internação hospitalar.",Fase Aguda,"#Sintomas, #Tratamento",Manejo_Chikungunya_2ed.md,67,3,100.0
chikungunya_qa_0668,Médica,O que caracteriza um caso de chikungunya grave?,"Um caso de chikungunya grave é caracterizado pela presença de insuficiência de, no mínimo, um órgão ou sistema, ameaçando a vida do paciente e exigindo internação hospitalar.","Caso de chikungunya acompanhado de insuficiência de, no mínimo, um órgão ou sistema, ameaçando a vida do paciente e exigindo internação hospitalar.",Fase Aguda,"#Classificação, #Tratamento",Manejo_Chikungunya_2ed.md,67,3,100.0
chikungunya_qa_0669,Paciente,O que acontece após a fase aguda da doença?,"Após a fase aguda, você pode entrar na fase pós-aguda, onde os sintomas articulares persistem por mais de duas semanas até o final do terceiro mês.",Os sinais e/ou sintomas articulares persistem por mais de duas semanas até o final do terceiro mês.,Fase Crônica/Subaguda,"#Evolução, #Fases da Doença",Manejo_Chikungunya_2ed.md,68,1,100.0
chikungunya_qa_0670,Paciente,E se os sintomas persistirem por mais de três meses?,"Se você tiver dor, edema ou rigidez nas articulações por mais de três meses após a fase aguda, isso pode indicar uma fase crônica da doença.","Paciente que tenha tido doença causada pelo CHIKV e apresente manifestações articulares como dor, edema ou rigidez articular por mais de três meses após a fase aguda.",Fase Crônica/Subaguda,"#Sintomas, #Fases da Doença",Manejo_Chikungunya_2ed.md,68,1,95.0
chikungunya_qa_0671,Médica,Qual é a classificação das fases da doença causada pelo CHIKV?,"A classificação das fases da doença é: fase aguda (até 14 dias), fase pós-aguda (15 a 90 dias) e fase crônica (após três meses).","O espectro clínico da doença envolve cronologicamente três fases: uma fase aguda (até 14 dias), uma fase pós-aguda (15 a 90 dias) e uma fase crônica (após três meses).",Fase Crônica/Subaguda,"#Classificação, #Fases da Doença",Manejo_Chikungunya_2ed.md,68,1,100.0
chikungunya_qa_0672,Paciente,Quais são as fases da doença causada pelo CHIKV?,"A doença causada pelo CHIKV tem três fases: a fase aguda, que dura até 14 dias; a fase pós-aguda, que vai de 15 a 90 dias; e a fase crônica, que ocorre após três meses.","O espectro clínico da doença envolve cronologicamente três fases: uma fase aguda (até 14 dias), uma fase pós-aguda (15 a 90 dias) e uma fase crônica (após três meses).",Fase Crônica/Subaguda,"#Fases, #Doença",Manejo_Chikungunya_2ed.md,68,2,100.0
chikungunya_qa_0673,Paciente,O que acontece se eu tiver sintomas por mais de três meses?,"Se você tiver sintomas como dor, inchaço ou rigidez nas articulações por mais de três meses, pode ter artrite crônica, que precisa ser estudada e confirmada.","Paciente que tenha tido doença causada pelo CHIKV e apresente manifestações articulares como dor, edema ou rigidez articular por mais de três meses após a fase aguda.",Fase Crônica/Subaguda,"#Sintomas, #FaseCrônica",Manejo_Chikungunya_2ed.md,68,2,95.0
chikungunya_qa_0674,Médica,Qual é a definição da fase crônica na doença causada pelo CHIKV?,"A fase crônica é definida como a presença de manifestações articulares como dor, edema ou rigidez articular por mais de três meses após a fase aguda.","Paciente que tenha tido doença causada pelo CHIKV e apresente manifestações articulares como dor, edema ou rigidez articular por mais de três meses após a fase aguda.",Fase Crônica/Subaguda,"#FaseCrônica, #Definição",Manejo_Chikungunya_2ed.md,68,2,95.0
chikungunya_qa_0675,Médica,Quais são os principais sinais e sintomas que caracterizam a fase aguda da doença?,"Na fase aguda, os sinais e/ou sintomas articulares duram até duas semanas, sendo um aspecto central da evolução da doença.",Os sinais e/ou sintomas articulares duram até duas semanas.,Fase Aguda,"#FaseAguda, #Sintomas",Manejo_Chikungunya_2ed.md,68,2,100.0
chikungunya_qa_0676,Médica,Quais são as características da fase crônica da doença causada pelo CHIKV?,"A fase crônica da doença causada pelo CHIKV é caracterizada por manifestações articulares como dor, edema ou rigidez articular que persistem por mais de três meses após a fase aguda. É necessário descartar outras causas de artrite, como as de etiologia inflamatória.","Paciente que tenha tido doença causada pelo CHIKV e apresente manifestações articulares como dor, edema ou rigidez articular por mais de três meses após a fase aguda. É necessário descartar outras causas de artrite, como as de etiologia inflamatória.",Fase Crônica/Subaguda,"#FaseCrônica, #Diagnóstico",Manejo_Chikungunya_2ed.md,68,3,95.0
chikungunya_qa_0677,Paciente,A chikungunya pode ser grave? O que isso significa para mim?,"Sim, a chikungunya pode evoluir para casos graves e, em algumas situações, levar a óbito. Isso significa que é importante ficar atento aos sintomas e buscar ajuda médica se necessário.","A chikungunya pode evoluir para casos graves e, em algumas situações, levar a óbito.",Fase Aguda,"#Sintomas, #Gravidade",Manejo_Chikungunya_2ed.md,69,1,95.0
chikungunya_qa_0678,Paciente,Por que é importante investigar os óbitos por chikungunya?,"A investigação de óbitos por chikungunya é importante para entender a gravidade da epidemia e dimensionar a real seriedade da doença, ajudando a melhorar o controle e o planejamento de recursos.",A investigação de óbitos relacionados à doença é de extrema importância. Ela desempenha um papel fundamental na compreensão da gravidade da epidemia e dimensiona a real gravidade da doença.,N/A (Geral),"#Epidemiologia, #Importância",Manejo_Chikungunya_2ed.md,69,1,100.0
chikungunya_qa_0679,Médica,Qual a diferença entre os óbitos por chikungunya e dengue?,"Diferentemente dos casos de dengue, em que a quase totalidade dos óbitos ocorre na fase aguda, nos casos de chikungunya, os óbitos ocorrem na fase aguda, porém cerca de metade ocorre na fase pós-aguda.","Diferentemente dos casos de dengue, em que a quase totalidade dos óbitos ocorre na fase aguda, nos casos de chikungunya os óbitos ocorrem na fase aguda, porém cerca de metade dos óbitos ocorre na fase pós-aguda.",Fase Crônica/Subaguda,"#Comparação, #Óbitos",Manejo_Chikungunya_2ed.md,69,1,100.0
chikungunya_qa_0680,Médica,Qual é a importância da coleta de dados sobre óbitos por chikungunya?,"A coleta de dados e a investigação adequada de óbitos são cruciais para avaliar o impacto da chikungunya na saúde pública e na sociedade, além de ajudar a identificar os grupos populacionais mais vulneráveis.",A coleta de dados e a investigação adequada de óbitos são cruciais para avaliar o impacto da chikungunya na saúde pública e na sociedade como um todo.,Fase Aguda,"#Epidemiologia, #Impacto",Manejo_Chikungunya_2ed.md,69,1,100.0
chikungunya_qa_0681,Médica,Qual é a importância da investigação de óbitos por chikungunya?,"A investigação de óbitos por chikungunya é fundamental para compreender a gravidade da epidemia e dimensionar a real gravidade da doença, além de avaliar o impacto na saúde pública.",A investigação de óbitos relacionados à doença é de extrema importância.,N/A (Geral),"#Epidemiologia, #Investigação",Manejo_Chikungunya_2ed.md,69,2,95.0
chikungunya_qa_0682,Médica,Como deve ser preenchida a declaração de óbito em casos de chikungunya?,"Nos casos de chikungunya, os óbitos devem ser considerados como chikungunya na causa básica durante o preenchimento da declaração de óbito, tanto para causas diretas quanto indiretas.",devem ser considerados como chikungunya na causa básica durante o preenchimento da declaração de óbito.,Fase Aguda,"#Causas, #Documentação",Manejo_Chikungunya_2ed.md,69,2,100.0
chikungunya_qa_0683,Médica,Quais são os aspectos importantes na investigação de óbitos por chikungunya?,"A investigação de óbitos por chikungunya envolve a coleta de dados e análises clínica e epidemiológica, sendo fundamental para compreender a gravidade da epidemia e dimensionar a carga da doença.",A investigação de óbitos relacionados à doença é de extrema importância. Ela desempenha um papel fundamental na compreensão da gravidade da epidemia e dimensiona a real gravidade da doença.,N/A (Geral),"#Epidemiologia, #Investigação",Manejo_Chikungunya_2ed.md,69,3,95.0
chikungunya_qa_0684,Médica,Como é a distribuição dos óbitos por chikungunya em comparação com a dengue?,"Diferentemente dos casos de dengue, onde a quase totalidade dos óbitos ocorre na fase aguda, nos casos de chikungunya, cerca de metade dos óbitos ocorre na fase pós-aguda.","Diferentemente dos casos de dengue, em que a quase totalidade dos óbitos ocorre na fase aguda, nos casos de chikungunya os óbitos ocorrem na fase aguda, porém cerca de metade dos óbitos ocorre na fase pós-aguda.",Fase Crônica/Subaguda,"#Epidemiologia, #Comparação",Manejo_Chikungunya_2ed.md,69,3,100.0
chikungunya_qa_0685,Paciente,A chikungunya pode levar a óbito? Como isso pode afetar minha saúde?,"Sim, a chikungunya pode evoluir para casos graves e, em algumas situações, levar a óbito. A investigação de óbitos relacionados à chikungunya é crucial, pois ajuda a compreender a gravidade da epidemia e a real carga da doença. É importante notar que há uma subnotificação significativa de óbitos, muitas vezes devido a dificuldades na identificação da causa da morte. Isso pode levar a uma subestimação da verdadeira carga da doença, prejudicando o planejamento e a alocação de recursos para seu controle. Os óbitos podem ocorrer tanto na fase aguda quanto na fase pós-aguda da infecção, sendo que cerca de metade dos óbitos ocorre na fase pós-aguda. Portanto, é fundamental estar atento aos sintomas e procurar ajuda médica se necessário, especialmente se você pertence a grupos populacionais mais vulneráveis. A coleta de dados e a investigação adequada de óbitos são essenciais para avaliar o impacto da chikungunya na saúde pública e na sociedade como um todo.","A chikungunya pode evoluir para casos graves e, em algumas situações, levar a óbito.",N/A (Geral),"#Sintomas, #Epidemiologia",Manejo_Chikungunya_2ed.md,69,4,90
chikungunya_qa_0686,Médica,Qual é a porcentagem de óbitos que ocorre na fase pós-aguda em comparação com a fase aguda da chikungunya?,"Cerca de metade dos óbitos relacionados à chikungunya ocorre na fase pós-aguda, enquanto a outra metade ocorre na fase aguda. É necessário monitorar ambos os períodos para uma notificação adequada.","os óbitos ocorrem na fase aguda, porém cerca de metade dos óbitos ocorre na fase pós-aguda, e é preciso estar atento a este fato para uma notificação adequada e para a melhoria do monitoramento da gravidade desta doença.",N/A (Geral),"#Epidemiologia, #Sintomas",Manejo_Chikungunya_2ed.md,69,4,95.0
chikungunya_qa_0687,Paciente,Qual é a importância de investigar os óbitos por chikungunya?,"Investigar os óbitos por chikungunya é importante porque ajuda a entender a gravidade da epidemia e a real gravidade da doença, além de evitar que a carga da doença seja subestimada.",A investigação de óbitos relacionados à doença é de extrema importância. Ela desempenha um papel fundamental na compreensão da gravidade da epidemia e dimensiona a real gravidade da doença.,Fase Aguda,"#Importância, #SaúdePública",Manejo_Chikungunya_2ed.md,69,5,95.0
chikungunya_qa_0688,Paciente,O que pode acontecer se não forem investigados os óbitos por chikungunya?,"Se não forem investigados, pode haver uma subestimação da verdadeira carga da doença, o que prejudica o planejamento e a alocação de recursos para seu controle.",A falta de reconhecimento dos óbitos relacionados à chikungunya pode levar a uma subestimação da verdadeira carga da doença e prejudicar o planejamento e a alocação de recursos para seu controle.,Fase Aguda,"#Consequências, #SaúdePública",Manejo_Chikungunya_2ed.md,69,5,100.0
chikungunya_qa_0689,Médica,Qual a diferença na ocorrência de óbitos entre chikungunya e dengue?,"Diferentemente dos casos de dengue, em que a quase totalidade dos óbitos ocorre na fase aguda, nos casos de chikungunya os óbitos ocorrem na fase aguda, porém cerca de metade dos óbitos ocorre na fase pós-aguda.","Diferentemente dos casos de dengue, em que a quase totalidade dos óbitos ocorre na fase aguda, nos casos de chikungunya os óbitos ocorrem na fase aguda, porém cerca de metade dos óbitos ocorre na fase pós-aguda.",Fase Crônica/Subaguda,"#Óbitos, #Comparação",Manejo_Chikungunya_2ed.md,69,5,100.0
chikungunya_qa_0690,Médica,Por que a investigação de óbitos relacionados à chikungunya é crucial?,"A investigação é crucial para compreender a extensão das manifestações graves da doença e identificar os grupos populacionais mais vulneráveis, além de ajudar no planejamento de recursos de saúde.",Essa investigação ajuda a compreender a extensão das manifestações graves da doença e a identificar os grupos populacionais mais vulneráveis.,N/A (Geral),"#Investigação, #SaúdePública",Manejo_Chikungunya_2ed.md,69,5,100.0
chikungunya_qa_0691,Paciente,A chikungunya pode ser grave? Como isso pode afetar minha saúde?,"A chikungunya pode evoluir para casos graves e, em algumas situações, levar a óbito. Isso significa que a doença pode ter consequências sérias e é importante estar atento aos sintomas e buscar ajuda médica.","A chikungunya pode evoluir para casos graves e, em algumas situações, levar a óbito.",Fase Aguda,"#Sintomas, #Gravidade",Manejo_Chikungunya_2ed.md,69,6,90.0
chikungunya_qa_0692,Médica,Quais materiais biológicos devem ser coletados para confirmar a relação entre chikungunya e óbito?,"Devem ser coletadas amostras de sangue, urina, outros fluidos biológicos e tecidos. O sangue é utilizado para testes de PCR e sorologia, a urina para PCR, e os tecidos para detectar antígenos ou material genético do vírus.",Os seguintes materiais devem ser coletados: amostras de sangue... urina... outros fluidos biológicos... coleta de tecidos.,Fase Aguda,"#Investigação, #Chikungunya",Manejo_Chikungunya_2ed.md,70,1,95.0
chikungunya_qa_0693,Médica,Qual é a importância da cooperação entre profissionais de saúde na coleta de amostras?,"A cooperação entre profissionais de saúde, laboratórios e Serviços de Verificação de Óbitos (SVOs) é fundamental para garantir que as amostras sejam obtidas e manuseadas adequadamente.","A cooperação entre profissionais de saúde, laboratórios e Serviços de Verificação de Óbitos (SVOs) é fundamental para garantir que as amostras sejam obtidas e manuseadas adequadamente.",Fase Aguda,"#Cooperação, #Chikungunya",Manejo_Chikungunya_2ed.md,70,1,100.0
chikungunya_qa_0694,Médica,Quais testes laboratoriais são essenciais para confirmar a infecção por chikungunya em investigações de óbitos?,"Os testes laboratoriais essenciais incluem PCR, sorologia e imuno-histoquímica para confirmar a infecção por chikungunya como causa do óbito.","Os testes laboratoriais, como PCR, sorologia e imuno-histoquímica, são essenciais para confirmar a infecção por chikungunya como causa do óbito.",Fase Aguda,"#Diagnóstico, #Chikungunya",Manejo_Chikungunya_2ed.md,71,1,100.0
chikungunya_qa_0695,Médica,Qual é o papel dos Núcleos de Vigilância Epidemiológica na investigação de óbitos por chikungunya?,"Os Núcleos de Vigilância Epidemiológica podem contribuir significativamente com os SVOs na investigação de óbitos por chikungunya, fornecendo informações detalhadas sobre as manifestações clínicas da doença e suas complicações.","Os Núcleos de Vigilância Epidemiológica (NEHs) podem contribuir muito com os SVOs na investigação de óbitos por chikungunya, fornecendo informações detalhadas sobre as manifestações clínicas da doença e suas complicações.",N/A (Geral),"#Investigação, #Epidemiologia",Manejo_Chikungunya_2ed.md,71,1,100.0
chikungunya_qa_0696,Paciente,A chikungunya pode não causar febre ou dor nas articulações em algumas pessoas?,"Sim, algumas pessoas com chikungunya grave confirmada laboratorialmente podem não apresentar febre ou dor nas articulações. Isso acontece mais frequentemente em idosos, mas também pode ocorrer em pessoas jovens.","Uma proporção significativa de pacientes com chikungunya grave confirmada laboratorialmente pode não apresentar febre ou dor articular, ou ambos. Isso ocorre mais frequentemente em idosos, mas também pode ocorrer em pacientes jovens.",Fase Aguda,"#Sintomas, #Chikungunya",Manejo_Chikungunya_2ed.md,71,2,100.0
chikungunya_qa_0697,Paciente,O que acontece durante a investigação de óbitos por chikungunya?,"Durante a investigação de óbitos por chikungunya, é fundamental realizar a coleta adequada de materiais para diagnóstico específico, incluindo amostras de sangue, urina e outros fluidos biológicos. Esses materiais serão analisados pelos Laboratórios Centrais de Saúde Pública (Lacens). Os testes laboratoriais, como PCR, sorologia e imuno-histoquímica, são essenciais para confirmar a infecção por chikungunya como causa do óbito. É importante ressaltar que a busca ativa de óbitos é uma estratégia proativa que envolve a cooperação entre a vigilância epidemiológica, hospitais e os Núcleos Hospitalares de Epidemiologia (NHE) locais. Durante a investigação, deve-se considerar que uma proporção significativa de pacientes com chikungunya grave confirmada laboratorialmente pode não apresentar febre ou dor articular, especialmente em idosos, mas também pode ocorrer em pacientes jovens. Além disso, a autópsia realizada pelos SVOs é de extrema importância, e os Núcleos de Vigilância Epidemiológica (NEHs) podem contribuir significativamente com os SVOs, fornecendo informações detalhadas sobre as manifestações clínicas da doença e suas complicações.","Durante a investigação de óbitos por chikungunya, é fundamental a coleta adequada de materiais para diagnóstico específico. Isso inclui amostras de sangue, urina e outros fluidos biológicos que serão analisadas pelos Laboratórios Centrais de Saúde Pública (Lacens).",N/A (Geral),"#Investigação, #Chikungunya",Manejo_Chikungunya_2ed.md,71,2,100
chikungunya_qa_0698,Médica,Qual é o papel da busca ativa de óbitos na investigação de chikungunya?,A busca ativa de óbitos é uma estratégia proativa para identificar casos suspeitos de chikungunya que podem não ter sido prontamente reconhecidos como tal.,A busca ativa de óbitos é uma estratégia proativa para identificar casos suspeitos de chikungunya que podem não ter sido prontamente reconhecidos como tal.,Fase Aguda,"#Investigação, #Chikungunya",Manejo_Chikungunya_2ed.md,71,2,95.0
chikungunya_qa_0699,Médica,Quais testes laboratoriais são essenciais para confirmar a infecção por chikungunya?,"Os testes laboratoriais essenciais incluem PCR, sorologia e imuno-histoquímica.","Os testes laboratoriais, como PCR, sorologia e imuno-histoquímica, são essenciais para confirmar a infecção por chikungunya como causa do óbito",Fase Aguda,"#Diagnóstico, #TestesLaboratoriais",Manejo_Chikungunya_2ed.md,71,3,100.0
chikungunya_qa_0700,Médica,Qual é o papel da investigação de óbitos na vigilância epidemiológica da chikungunya?,"A investigação de óbitos por chikungunya é crucial na vigilância epidemiológica, pois contribui para a compreensão da epidemiologia da doença, identificação de surtos e grupos de maior risco, além de avaliar o impacto real da chikungunya na saúde pública.","A investigação de óbitos por chikungunya é uma parte integrante da vigilância epidemiológica e do controle da doença. Ela contribui para a compreensão da epidemiologia da chikungunya, a identificação de surtos e de grupos de maior risco.",N/A (Geral),"#Epidemiologia, #Vigilância Epidemiológica",Manejo_Chikungunya_2ed.md,72,1,100.0
chikungunya_qa_0701,Médica,Como a colaboração entre profissionais de saúde impacta a investigação de óbitos por chikungunya?,"A colaboração entre profissionais de saúde, laboratórios, autoridades de saúde pública e SVOs é essencial para garantir que a investigação de óbitos seja abrangente e eficaz, permitindo determinar as causas dos óbitos e orientar intervenções específicas.","A cooperação entre profissionais de saúde, laboratórios, autoridades de saúde pública e SVOs é essencial para garantir que a investigação de óbitos seja conduzida de maneira abrangente e eficaz.",N/A (Geral),"#Colaboração, #Investigação",Manejo_Chikungunya_2ed.md,72,1,100.0
chikungunya_qa_0702,Médica,Como deve ser conduzida a investigação de óbitos por chikungunya?,"A investigação deve ser abrangente e eficaz, envolvendo a colaboração entre profissionais de saúde, laboratórios e autoridades de saúde pública, para determinar as causas dos óbitos e orientar intervenções.","A cooperação entre profissionais de saúde, laboratórios, autoridades de saúde pública e SVOs é essencial para garantir que a investigação de óbitos seja conduzida de maneira abrangente e eficaz.",N/A (Geral),"#Investigação, #Chikungunya",Manejo_Chikungunya_2ed.md,72,2,100.0
chikungunya_qa_0703,Paciente,Como a investigação de óbitos pode ajudar na saúde pública?,"A investigação de óbitos por chikungunya é crucial para a saúde pública, pois permite uma compreensão mais profunda da epidemiologia da doença. Ela ajuda a identificar surtos e grupos de maior risco, o que é fundamental para direcionar intervenções específicas. Além disso, essa investigação é essencial para avaliar o impacto real da chikungunya na saúde pública, contribuindo para a formulação de melhores medidas de controle. A colaboração entre profissionais de saúde, laboratórios, autoridades de saúde pública e SVOs é vital para garantir que essa investigação seja abrangente e eficaz, permitindo determinar as causas dos óbitos relacionados à chikungunya e orientar ações que visem reduzir o impacto da doença.","Além disso, a investigação de óbitos desempenha um papel fundamental na avaliação do impacto real da chikungunya na saúde pública.",N/A (Geral),"#Impacto, #Saúde",Manejo_Chikungunya_2ed.md,72,3,100
chikungunya_qa_0704,Médica,Quais são os benefícios da investigação de óbitos para o controle da chikungunya?,"A investigação de óbitos contribui para a identificação de surtos e grupos de maior risco, além de orientar intervenções específicas para reduzir o impacto da doença.","Ela contribui para a compreensão da epidemiologia da chikungunya, a identificação de surtos e de grupos de maior risco.",N/A (Geral),"#Controle, #Epidemiologia",Manejo_Chikungunya_2ed.md,72,3,100.0
chikungunya_qa_0705,Paciente,Com que frequência a chikungunya evolui para a fase crônica?,"Metade dos casos de chikungunya evolui para a fase crônica da doença, o que significa que é necessário acompanhamento a longo prazo.","Além disso, metade dos casos evolui para a fase crônica da doença, necessitando de acompanhamento no longo prazo.",Fase Crônica/Subaguda,"#Evolução, #Chikungunya",Manejo_Chikungunya_2ed.md,73,1,100.0
chikungunya_qa_0706,Médica,Qual é a recomendação para o uso de anti-inflamatórios não esteroides na chikungunya?,Deve-se evitar o uso de anti-inflamatórios não esteroides (AINEs) na fase aguda da chikungunya devido à possibilidade de confusão diagnóstica com a dengue.,"Por apresentar manifestações clínicas muito parecidas com as da dengue, possibilitando confusão diagnóstica, deve-se evitar o uso de anti-inflamatórios não esteroides (AINEs) na fase aguda da doença.",Fase Aguda,"#Tratamento, #Chikungunya",Manejo_Chikungunya_2ed.md,73,1,100.0
chikungunya_qa_0707,Paciente,O que pode acontecer se as manifestações extra-articulares da chikungunya não forem identificadas a tempo?,"Se as manifestações extra-articulares não forem identificadas a tempo, podem ocorrer desfechos fatais.","No entanto, as manifestações extra-articulares podem levar a desfechos fatais e devem ser identificadas precocemente para que óbitos sejam evitados.",Fase Aguda,"#Sintomas, #Epidemiologia",Manejo_Chikungunya_2ed.md,73,2,100.0
chikungunya_qa_0708,Paciente,Quantos casos de chikungunya evoluem para a fase crônica?,Metade dos casos de chikungunya evolui para a fase crônica.,"Além disso, metade dos casos evolui para a fase crônica da doença, necessitando de acompanhamento no longo prazo.",Fase Crônica/Subaguda,#Epidemiologia,Manejo_Chikungunya_2ed.md,73,2,95.0
chikungunya_qa_0709,Médica,Qual é a conduta recomendada em relação ao uso de anti-inflamatórios não esteroides na chikungunya?,Deve-se evitar o uso de anti-inflamatórios não esteroides (AINEs) na fase aguda da doença devido à confusão diagnóstica com a dengue.,para evitar o uso de anti-inflamatórios não esteroides (AINEs) na fase aguda da doença.,Fase Aguda,#Tratamento,Manejo_Chikungunya_2ed.md,73,2,100.0
chikungunya_qa_0710,Paciente,O que pode acontecer se eu não identificar os sinais da chikungunya rapidamente?,"Se as manifestações extra-articulares não forem identificadas a tempo, podem levar a desfechos fatais.",as manifestações extra-articulares podem levar a desfechos fatais e devem ser identificadas precocemente para que óbitos sejam evitados.,Fase Aguda,"#Sintomas, #Chikungunya",Manejo_Chikungunya_2ed.md,73,4,95.0
chikungunya_qa_0711,Médica,Qual é a importância do monitoramento nos grupos de maior risco para chikungunya?,O monitoramento constante dos grupos de maior risco é fundamental para deter o agravamento dos casos e evitar complicações.,é fundamental o monitoramento constante dos grupos de maior risco.,Fase Aguda,"#Epidemiologia, #Chikungunya",Manejo_Chikungunya_2ed.md,73,4,95.0
chikungunya_qa_0712,Médica,Qual é a proporção de casos que evolui para a fase crônica da chikungunya?,"Metade dos casos de chikungunya evolui para a fase crônica da doença, necessitando de acompanhamento no longo prazo.","metade dos casos evolui para a fase crônica da doença, necessitando de acompanhamento no longo prazo.",Fase Crônica/Subaguda,"#Epidemiologia, #Chikungunya",Manejo_Chikungunya_2ed.md,73,5,100.0
chikungunya_qa_0713,Paciente,Quantas pessoas com chikungunya precisam de acompanhamento a longo prazo?,"Metade dos casos de chikungunya evolui para a fase crônica da doença, necessitando de acompanhamento no longo prazo.","Além disso, metade dos casos evolui para a fase crônica da doença, necessitando de acompanhamento no longo prazo.",Fase Crônica/Subaguda,"#Evolução, #Chikungunya",Manejo_Chikungunya_2ed.md,73,6,100.0
chikungunya_qa_0714,Paciente,Quantos casos de chikungunya foram confirmados em Minas Gerais até maio de 2023?,"Até maio de 2023, foram confirmados 40.979 casos de chikungunya em Minas Gerais.",40.979 casos confirmados,Fase Aguda,"#Epidemiologia, #Chikungunya",Nota Técnica nº 28SESSUBPAS-SRAS-DATE-CMI2023.md,75,1,100.0
chikungunya_qa_0715,Paciente,Quais regiões de Minas Gerais têm mais casos de chikungunya?,"As regiões Norte e Nordeste de Minas Gerais são as mais acometidas, respondendo juntas por cerca de 95% das notificações de chikungunya.","atualmente as regiões Norte e Nordeste são as mais acometidas, respondendo juntas por cerca de 95% das notificações",Fase Aguda,"#Epidemiologia, #Chikungunya",Nota Técnica nº 28SESSUBPAS-SRAS-DATE-CMI2023.md,75,1,100.0
chikungunya_qa_0716,Paciente,Qual é o risco de transmissão vertical de chikungunya durante a gravidez?,"O risco de passar chikungunya para o bebê durante a gravidez é de cerca de 50%. Além disso, 90% dos bebês que pegam a doença podem ter problemas sérios, especialmente com dores nos nervos e outras complicações.","O risco de transmissão vertical descrito na literatura é de cerca de 50%, sendo que 90% dos afetados podem desenvolver manifestações graves, em especial, complicações neurológicas.",Fase Aguda,"#Epidemiologia, #Chikungunya",Nota Técnica nº 28SESSUBPAS-SRAS-DATE-CMI2023.md,75,1,90
